position,positionStringShort,name,positionRow,isCaptain,rating,fantasyScore,minutesPlayed,isGoalkeeper,goal,assist,subbedOutTime,yellowCard,redCard,total_shots,accurate_passes_rate(%),chances_created,expected_goals(xG),expected_goals_on_target(xGOT),expected_assists(xA),xG+xA,shot_accuracy(%),blocked_shots,touches,touches_in_opposition_box,passes_into_final_third,long_balls_accuracy(%),dispossessed,xG_Non_penalty,tackles_won_rate(%),clearances,headed_clearance,defensive_actions,recoveries,dribbled_past,duels_won,duels_lost,ground_duels_won_rate(%),aerial_duels_won_rate(%),was_fouled,fouls_commited,dribble_success_rate(%),penalties_won,big_chances_missed,crosses_success_rate(%)
Midfielder,CM,Lewis Cook,3,FALSE,7.5,2,90,FALSE,0,0,,0,0,0,74,0,0,0,0.01,0.01,0,0,50,0,8,25,1,0,100,2,1,9,10,0,5,1,80,100,0,0,100,0,0,33
Midfielder,RM,Philip Billing,3,FALSE,7.6,7,88,FALSE,1,0,88,0,0,2,88,1,0.17,0.21,0.08,0.25,50,0,35,0,4,0,2,0.17,33,2,2,7,4,1,5,5,38,100,0,1,0,0,0,0
Defender,LB,Adam Smith,1,TRUE,5.8,0,90,FALSE,0,0,,0,0,0,81,0,0,0,0.01,0.01,0,0,49,0,7,67,0,0,33,3,1,7,3,0,3,2,100,0,0,0,0,0,0,0
Defender,CB,Marcos Senesi,1,FALSE,5.6,0,88,FALSE,0,0,88,0,0,0,83,1,0,0,0.02,0.02,0,0,51,0,9,67,0,0,100,4,1,12,2,0,2,5,67,0,1,1,0,0,0,0
Defender,CB,Chris Mepham,1,FALSE,5.7,-1,90,FALSE,0,0,,1,0,1,83,1,0.05,0,0.42,0.47,0,1,41,0,2,0,0,0.05,0,5,2,8,5,0,1,2,0,50,0,1,0,0,0,0
Defender,RB,Ryan Fredericks,1,FALSE,5.5,1,73,FALSE,0,0,73,0,0,0,50,0,0,0,0,0,0,0,31,0,5,0,1,0,0,4,3,4,1,0,0,2,0,0,0,0,0,0,0,0
Keeper,GK,Mark Travers,0,FALSE,4.7,0,90,TRUE,0,0,,0,0,0,48,0,0,0,0,0,0,0,31,0,0,40,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Ederson Moraes,0,FALSE,6.3,2,90,TRUE,0,0,,0,0,0,89,0,0,0,0,0,0,0,41,0,0,43,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,John Stones,1,FALSE,7.7,2,90,FALSE,0,0,,0,0,0,93,1,0,0,0.07,0.07,0,0,74,0,2,100,0,0,0,2,1,3,6,0,4,1,100,75,0,0,100,0,0,0
Defender,CB,Manuel Akanji,1,FALSE,7.3,2,90,FALSE,0,0,,0,0,3,97,0,0.21,0.06,0.01,0.22,50,1,104,0,4,80,0,0.21,0,1,0,3,7,0,2,3,50,33,0,1,0,0,1,0
Defender,CB,Nathan Ak?,1,FALSE,7.3,2,90,FALSE,0,0,,0,0,0,96,1,0,0,0.06,0.06,0,0,102,0,10,100,0,0,0,0,0,3,3,0,2,4,50,25,1,1,0,0,0,0
Defender,LB,Joao Cancelo,1,FALSE,5.1,-2,26,FALSE,0,0,,0,1,0,88,0,0,0,0.04,0.04,0,0,53,0,5,80,0,0,0,0,0,3,2,0,1,2,33,0,0,2,0,0,0,0
Midfielder,CM,Kevin De Bruyne,3,FALSE,8.3,5 + 2,90,FALSE,0,0,,0,0,2,79,5,0.04,0.15,0.82,0.86,50,0,80,0,5,80,1,0.04,0,0,0,7,6,0,8,5,67,0,2,1,0,1,0,38
Midfielder,CM,Rodri,3,FALSE,8.2,2,90,FALSE,0,0,,0,0,0,92,1,0,0,0.07,0.07,0,0,119,0,11,63,0,0,33,0,0,6,12,0,6,2,80,67,1,0,0,0,0,0
Midfielder,CM,Ilkay G?ndogan,3,TRUE,8.2,5,89,FALSE,0,1,90,0,0,1,89,2,0.05,0.33,0.24,0.29,100,0,82,0,12,67,0,0.05,0,0,0,2,3,0,4,1,80,0,1,0,50,0,0,0
Attacker,ST,Bernardo Silva,5,FALSE,7.2,1,90,FALSE,0,0,,1,0,1,92,1,0.04,0,0.2,0.24,0,1,103,0,8,80,2,0.04,0,0,0,2,5,0,4,4,50,0,1,0,33,0,0,25
Attacker,ST,Juli?n _lvarez,5,FALSE,8,6 + 3,64,FALSE,1,0,64,0,0,3,94,1,0.52,0.24,0.05,0.57,50,1,27,0,3,0,0,0.52,100,0,0,1,1,0,3,2,60,0,0,0,50,0,1,100
Attacker,ST,Jack Grealish,5,FALSE,6.6,2,64,FALSE,0,0,64,0,0,2,87,0,0.12,0,0.03,0.15,0,1,57,0,2,100,0,0.12,0,0,0,1,4,0,4,5,44,0,4,1,0,0,0,0
Attacker,ST,Vinicius,5,FALSE,5.8,2,76,FALSE,0,0,76,0,0,0,33,0,0,0,0.17,0.17,0,0,20,0,0,0,1,0,0,1,1,1,0,0,2,4,0,67,0,0,0,0,0,0
Midfielder,LW,Willian,4,FALSE,6.1,2,80,FALSE,0,0,80,0,0,0,83,1,0,0,0.01,0.01,0,0,33,0,2,0,0,0,0,0,0,2,3,1,2,3,50,0,0,0,0,0,0,0
Midfielder,AM,Andreas Pereira,4,FALSE,6.9,6,88,FALSE,1,0,88,1,0,1,63,0,0.79,0.99,0,0.79,100,0,29,0,1,67,2,0,0,0,0,1,7,1,1,6,14,0,1,0,0,0,0,0
Midfielder,RW,Harry Wilson,4,FALSE,7,5,76,FALSE,0,0,76,0,0,1,76,0,0.12,0,0,0.12,0,0,33,0,3,50,0,0.12,100,0,0,4,5,0,3,2,60,0,2,2,0,1,0,0
Midfielder,DM,Joao Palhinha,2,FALSE,6.6,2,90,FALSE,0,0,,0,0,0,81,0,0,0,0,0,0,0,29,0,3,100,0,0,100,2,1,7,1,1,4,4,43,100,0,1,0,0,0,0
Midfielder,DM,Harrison Reed,2,FALSE,6.8,1,90,FALSE,0,0,,1,0,0,86,1,0,0,0.01,0.01,0,0,33,0,1,25,0,0,50,2,0,5,6,0,3,2,60,0,1,1,0,0,0,0
Defender,LB,Antonee Robinson,1,FALSE,5.7,0,90,FALSE,0,0,,1,0,0,79,0,0,0,0,0,0,0,57,0,4,40,1,0,0,3,2,6,6,0,1,5,20,0,0,1,0,0,0,0
Defender,CB,Tim Ream,1,TRUE,6.1,1,90,FALSE,0,0,,0,0,0,88,0,0,0,0,0,0,0,56,0,4,33,0,0,0,2,2,5,3,1,1,4,0,25,0,0,0,0,0,0
Defender,CB,Issa Diop,1,FALSE,6.9,1,90,FALSE,0,0,,0,0,1,79,0,0.01,0,0,0.01,0,1,50,0,2,33,0,0.01,100,6,6,10,3,1,6,2,75,75,0,0,0,0,0,0
Defender,RB,Kenny Tete,1,FALSE,6.6,0,90,FALSE,0,0,,1,0,1,83,0,0.03,0.32,0.02,0.05,100,0,37,0,0,0,0,0.03,100,3,2,15,0,0,5,7,40,50,1,6,0,0,0,0
Keeper,GK,Bernd Leno,0,FALSE,7.3,2,90,TRUE,0,0,,0,0,0,77,0,0,0,0,0,0,0,41,0,0,54,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Dean Henderson,0,FALSE,5.2,0,90,TRUE,0,0,,1,0,0,42,0,0,0,0,0,0,0,35,0,0,30,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,Serge Aurier,1,FALSE,7.4,1,90,FALSE,0,0,,0,0,0,71,1,0,0,0.06,0.06,0,0,84,0,7,80,1,0,0,2,1,6,8,0,9,3,86,60,3,0,0,0,0,33
Defender,CB,Steve Cook,1,FALSE,6.9,1,89,FALSE,0,0,90,0,0,1,77,0,0.02,0,0.01,0.03,0,0,53,0,9,44,0,0.02,0,2,1,3,8,0,1,1,0,50,0,0,0,0,0,0
Defender,CB,Scott McKenna,1,FALSE,7.1,1,90,FALSE,0,0,,0,0,0,86,0,0,0,0.01,0.01,0,0,58,0,7,33,0,0,100,6,3,8,3,0,2,0,100,100,0,0,0,0,0,0
Defender,LB,Neco Williams,1,FALSE,7.6,1,90,FALSE,0,0,,0,0,1,82,1,0.03,0.22,0.14,0.17,100,0,71,0,4,50,2,0.03,83,0,0,10,6,1,8,6,62,0,1,2,100,0,0,14
Midfielder,,Ryan Yates,2,TRUE,7.3,1,90,FALSE,0,0,,1,0,1,79,0,0.02,0,0.01,0.03,0,0,48,0,7,75,1,0.02,100,2,1,9,7,1,9,8,46,75,2,4,50,0,0,0
Midfielder,DM,Remo Freuler,2,FALSE,6.9,2,79,FALSE,0,0,79,0,0,0,83,1,0.11,0.12,0.05,0.16,0,0,59,0,8,14,0,0.11,0,1,1,4,4,1,2,2,33,100,0,1,0,0,0,0
Midfielder,,Cheikhou Kouyat?,2,FALSE,7.3,2,66,FALSE,0,0,66,0,0,0,83,1,0,0,0.15,0.15,0,0,25,0,2,0,0,0,0,3,2,3,2,0,5,0,100,100,0,0,100,0,0,0
Midfielder,AM,Morgan Gibbs-White,4,FALSE,8.4,10 + 3,90,FALSE,1,0,,0,0,7,84,3,0.51,0.36,0.28,0.79,60,2,62,0,3,33,4,0.51,0,0,0,1,3,0,9,5,64,67,1,0,100,0,1,17
Attacker,ST,Brennan Johnson,5,FALSE,7.2,2,90,FALSE,0,0,,0,0,2,65,1,0.37,0.94,0.06,0.43,100,0,30,0,1,0,0,0.37,100,0,0,2,6,0,4,3,33,75,0,1,0,0,1,0
Attacker,ST,Emmanuel Dennis,5,FALSE,8,5,79,FALSE,0,1,79,0,0,1,76,2,0.23,0.11,0.06,0.29,100,0,48,0,0,100,2,0.23,50,1,1,4,5,0,7,5,70,0,3,1,100,0,0,0
Attacker,ST,Keane Lewis-Potter,5,FALSE,6,1,60,FALSE,0,0,60,0,0,0,73,0,0,0,0.05,0.05,0,0,29,0,0,0,2,0,0,0,0,1,4,0,1,5,20,0,1,1,0,0,0,33
Attacker,ST,Yoane Wissa,5,FALSE,7.9,10 + 2,90,FALSE,1,0,,0,0,2,95,1,0.54,0.47,0.02,0.56,100,1,28,0,3,100,2,0.54,100,1,0,3,2,0,3,6,43,0,2,1,0,1,0,0
Attacker,ST,Bryan Mbeumo,5,FALSE,8.3,5 + 1,81,FALSE,1,0,81,1,0,2,70,2,0.83,0.99,0.37,1.2,50,0,46,0,2,50,1,0.04,50,1,0,5,7,1,6,5,50,100,1,2,67,0,0,25
Midfielder,CM,Joshua Dasilva,3,FALSE,5.6,2,81,FALSE,0,0,81,0,0,0,90,0,0,0,0.02,0.02,0,0,46,0,5,33,4,0,0,0,0,0,2,3,1,8,13,0,1,0,0,0,0,0
Midfielder,CM,Vitaly Janelt,3,FALSE,6.2,0,45,FALSE,0,0,46,1,0,0,89,0,0,0,0.02,0.02,0,0,22,0,1,0,1,0,100,1,0,4,4,2,3,4,33,100,1,2,0,0,0,0
Midfielder,CM,Mathias Jensen,3,FALSE,7.4,5,86,FALSE,0,1,86,0,0,0,68,1,0,0,0.29,0.29,0,0,69,0,9,22,1,0,50,0,0,4,2,4,6,8,43,0,2,2,67,0,0,17
Defender,LB,Rico Henry,1,FALSE,6,1,90,FALSE,0,0,,0,0,0,68,0,0,0,0.03,0.03,0,0,55,0,6,40,2,0,0,2,1,5,5,0,2,7,0,33,0,1,0,0,0,0
Defender,CB,Ethan Pinnock,1,FALSE,6.9,1,90,FALSE,0,0,,0,0,1,78,0,0.02,0,0,0.02,0,0,89,0,4,29,0,0.02,100,9,7,13,3,0,7,2,100,71,1,0,0,0,0,0
Defender,CB,Ben Mee,1,FALSE,6.6,1,90,FALSE,0,0,,0,0,0,86,0,0,0,0,0,0,0,92,0,6,69,0,0,0,4,2,5,5,0,2,3,0,40,0,0,0,0,0,0
Defender,RB,Mads Roerslev,1,FALSE,6.4,1,90,FALSE,0,0,,0,0,0,81,0,0,0,0,0,0,0,60,0,4,25,0,0,50,4,1,6,3,0,3,1,100,50,0,0,0,0,0,0
Keeper,GK,David Raya,0,TRUE,7.3,2,90,TRUE,0,0,,0,0,0,72,0,0,0,0,0,0,0,59,0,0,33,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Gavin Bazunu,0,FALSE,4.5,0,90,TRUE,0,0,,0,0,0,55,0,0,0,0,0,0,0,37,0,0,46,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,Juan Larios,1,FALSE,7.3,1,34,FALSE,0,0,34,0,0,0,91,0,0,0,0.01,0.01,0,0,21,0,0,0,0,0,100,1,0,5,4,0,5,0,100,0,0,0,100,0,0,0
Defender,CB,Armel Bella-Kotchap,1,FALSE,6.8,1,72,FALSE,0,0,72,0,0,0,84,1,0,0,0,0,0,0,53,0,2,43,0,0,100,7,2,12,11,0,2,1,50,100,0,0,0,0,0,0
Defender,CB,Mohammed Salisu,1,FALSE,6.9,3,90,FALSE,0,1,,0,0,3,79,1,0.22,0.23,0.1,0.32,50,1,69,0,11,60,0,0.22,33,4,1,9,9,0,5,3,75,50,0,1,0,0,0,0
Defender,LB,Romain Perraud,1,FALSE,6.8,6,90,FALSE,1,0,,0,0,5,78,0,0.47,1.23,0.03,0.5,67,2,74,0,9,25,0,0.47,100,0,0,4,3,0,4,4,57,0,0,1,50,0,0,20
Midfielder,DM,James Ward-Prowse,2,TRUE,6,2,90,FALSE,0,0,,0,0,1,85,3,0.03,0.06,0.23,0.26,100,0,97,0,12,50,2,0.03,50,1,0,4,5,0,4,4,60,33,1,0,0,0,0,27
Midfielder,DM,Ainsley Maitland-Niles,2,FALSE,6,2,90,FALSE,0,0,,0,0,0,80,3,0,0,0.08,0.08,0,0,73,0,9,40,1,0,67,1,1,5,2,1,4,3,67,0,0,0,100,0,0,50
Midfielder,RW,Stuart Armstrong,4,FALSE,7,2,64,FALSE,0,0,64,0,0,0,75,1,0,0,0.4,0.4,0,0,44,0,8,75,2,0,100,1,0,2,6,0,6,2,75,0,3,0,100,0,0,0
Midfielder,AM,Che Adams,4,FALSE,6.4,2,64,FALSE,0,0,64,0,0,2,61,1,0.16,0,0.01,0.17,0,1,25,0,2,50,0,0.16,0,1,0,2,0,0,3,2,50,67,0,1,100,0,0,0
Midfielder,LW,Mohamed Elyounoussi,4,FALSE,7.5,2,90,FALSE,0,0,,0,0,4,69,1,0.84,0,0.13,0.97,0,1,64,0,8,67,0,0.84,33,0,0,7,10,0,7,3,71,67,1,2,100,0,1,0
Attacker,ST,Theo Walcott,5,FALSE,6.1,2,64,FALSE,0,0,64,0,0,0,71,0,0,0,0.01,0.01,0,0,14,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
Attacker,ST,Jacob Murphy,5,FALSE,7.2,6,64,FALSE,0,1,64,0,0,0,69,1,0,0,0.02,0.02,0,0,21,0,0,0,1,0,0,0,0,1,3,1,1,4,20,0,0,0,0,0,0,50
Attacker,ST,Callum Wilson,5,FALSE,6.2,1,45,FALSE,0,0,46,0,0,1,60,0,0.09,0,0,0.09,0,0,14,0,0,0,1,0.09,0,2,1,2,1,0,1,3,0,50,0,0,0,0,0,0
Attacker,ST,Miguel Almiron,5,FALSE,8.2,8,81,FALSE,1,0,81,0,0,2,67,1,0.34,0.85,0,0.34,100,1,36,0,1,100,0,0.34,0,0,0,2,5,0,4,2,67,0,1,0,33,0,0,0
Midfielder,CM,Joseph Willock,3,FALSE,8,8 + 1,73,FALSE,1,0,73,0,0,1,75,2,0.18,0.84,0.29,0.47,100,0,41,0,6,25,1,0.18,100,1,0,6,6,0,2,8,22,0,0,3,0,0,0,50
Midfielder,CM,Bruno Guimaraes,3,FALSE,8.2,7,90,FALSE,1,0,,0,0,1,63,0,0.03,0.46,0.01,0.04,100,0,69,0,9,50,2,0.03,100,0,0,6,10,1,6,5,50,100,3,2,0,0,0,0
Midfielder,CM,Sean Longstaff,3,FALSE,6.5,2,90,FALSE,0,0,,0,0,1,84,0,0.14,0,0.01,0.15,0,0,45,0,3,100,2,0.14,100,0,0,3,2,1,2,5,33,0,1,1,0,0,1,100
Defender,LB,Daniel Burn,1,FALSE,6.4,2,90,FALSE,0,0,,0,0,0,66,0,0,0,0,0,0,0,59,0,5,60,1,0,0,7,6,9,4,5,3,9,0,60,0,1,0,0,0,0
Defender,CB,Sven Botman,1,FALSE,7.2,2,90,FALSE,0,0,,0,0,0,76,0,0,0,0,0,0,0,51,0,2,67,0,0,100,4,2,7,6,0,1,0,100,0,0,0,0,0,0,0
Defender,CB,Fabian Sch?r,1,FALSE,6.8,2,90,FALSE,0,0,,0,0,0,59,0,0,0,0,0,0,0,48,0,10,23,0,0,0,6,2,7,5,0,0,1,0,0,0,0,0,0,0,0
Defender,RB,Kieran Trippier,1,TRUE,8.2,9 + 3,80,FALSE,0,1,80,0,0,0,67,1,0,0,0.17,0.17,0,0,70,0,10,50,0,0,67,3,1,8,6,2,6,4,67,50,1,1,0,0,0,33
Keeper,GK,Nick Pope,0,FALSE,7.1,3,90,TRUE,0,0,,0,0,0,44,0,0,0,0,0,0,0,39,0,0,33,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Hugo Lloris,0,TRUE,7,2,90,TRUE,0,0,,0,0,0,50,0,0,0,0,0,0,0,23,0,0,11,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,Emerson Royal,1,FALSE,5.9,1,68,FALSE,0,0,68,0,0,0,75,0,0,0,0.03,0.03,0,0,52,0,5,20,2,0,100,1,1,6,4,1,2,5,33,0,0,1,0,0,0,0
Defender,CB,Eric Dier,1,FALSE,6.4,1,90,FALSE,0,0,,0,0,1,94,1,0.11,0.1,0.13,0.24,100,0,95,0,12,89,0,0.11,100,3,2,10,5,1,7,3,60,80,0,1,100,0,0,50
Defender,CB,Cl?ment Lenglet,1,FALSE,6.5,1,90,FALSE,0,0,,0,0,1,90,0,0.22,0,0.01,0.23,0,0,90,0,10,56,0,0.22,100,2,2,4,6,0,5,2,50,100,1,1,0,0,1,0
Defender,CB,Ben Davies,1,FALSE,6.4,1,90,FALSE,0,0,,0,0,0,82,0,0,0,0.02,0.02,0,0,70,0,6,43,0,0,0,2,2,7,8,0,3,4,40,50,1,2,0,0,0,0
Defender,LB,Ryan Sessegnon,1,FALSE,6.3,1,68,FALSE,0,0,68,0,0,3,59,1,0.09,0,0.14,0.23,0,2,39,0,3,50,0,0.09,0,1,0,1,3,0,4,1,75,100,2,0,50,0,0,0
Midfielder,CM,Rodrigo Bentancur,3,FALSE,7.3,2,90,FALSE,0,0,,0,0,1,92,0,0.11,0.32,0.08,0.19,100,0,70,0,7,67,1,0.11,25,0,0,6,9,4,10,7,57,67,0,1,100,0,1,67
Midfielder,CM,Yves Bissouma,3,FALSE,7,2,88,FALSE,0,0,88,0,0,1,91,0,0.02,0,0.03,0.05,0,1,77,0,4,0,2,0.02,100,1,1,5,5,1,6,4,67,0,2,0,100,0,0,0
Midfielder,CM,Pierre-Emile H©ªjbjerg,3,FALSE,7.1,2,90,FALSE,0,0,,0,0,1,82,0,0.07,0.07,0.16,0.23,100,0,71,0,6,80,1,0.07,0,2,2,6,12,0,0,2,0,0,0,1,0,0,0,50
Attacker,ST,Harry Kane,5,FALSE,6.8,6 + 2,90,FALSE,1,0,,0,0,3,73,1,0.14,0.62,0.02,0.16,33,0,35,0,2,67,3,0.14,0,0,0,2,4,0,2,9,17,20,1,1,0,0,0,0
Attacker,ST,Ivan Perisic,5,FALSE,8,1,90,FALSE,0,0,,0,0,3,62,5,0.43,0.95,0.34,0.77,33,0,58,0,1,100,0,0.43,100,0,0,4,7,0,4,5,60,25,0,2,100,0,2,29
Attacker,ST,Darwin Nunez,5,FALSE,8.6,5 + 2,87,FALSE,0,1,87,0,0,4,81,2,0.38,0.3,0.21,0.59,50,0,54,0,0,0,0,0.38,100,2,2,7,6,1,5,9,50,17,1,2,50,0,0,0
Attacker,ST,Mohamed Salah,5,FALSE,8.8,12 + 3,89,FALSE,2,0,90,0,0,3,82,0,0.67,1.68,0.04,0.71,100,0,58,0,5,0,1,0.67,0,1,0,3,3,1,2,5,29,0,1,1,0,0,1,0
Midfielder,AM,Roberto Firmino,4,FALSE,6.7,2,74,FALSE,0,0,74,0,0,1,81,0,0.03,0,0.02,0.05,0,1,44,0,1,100,1,0.03,0,0,0,3,2,1,2,6,33,0,1,1,50,0,0,0
Midfielder,LM,Thiago Alc?ntara,3,FALSE,7.9,2,90,FALSE,0,0,,0,0,3,93,2,0.06,0,0.24,0.3,0,2,89,0,11,83,1,0.06,40,2,2,7,7,1,8,5,70,33,0,0,67,0,0,0
Midfielder,RM,Harvey Elliott,3,FALSE,7,2,74,FALSE,0,0,74,0,0,2,82,0,0.05,0.14,0.03,0.08,100,1,62,0,3,40,0,0.05,100,1,1,3,4,2,4,4,50,0,3,0,0,0,0,0
Midfielder,DM,Fabinho,2,FALSE,7.9,2,90,FALSE,0,0,,0,0,0,92,2,0,0,0.01,0.01,0,0,73,0,5,80,0,0,50,2,0,8,10,1,3,2,60,0,1,1,0,0,0,0
Defender,LB,Andrew Robertson,1,FALSE,7.7,2,90,FALSE,0,0,,0,0,0,89,2,0,0,0.13,0.13,0,0,91,0,6,33,1,0,0,3,1,6,3,1,4,3,57,0,1,0,67,0,0,25
Defender,CB,Virgil van Dijk,1,TRUE,7.1,2,90,FALSE,0,0,,0,0,0,92,0,0,0,0.01,0.01,0,0,79,0,4,67,0,0,0,4,1,4,5,0,1,0,0,100,0,0,0,0,0,0
Defender,CB,Ibrahima Konat?,1,FALSE,8.3,2,90,FALSE,0,0,,0,0,0,77,0,0,0,0,0,0,0,92,0,3,50,0,0,67,9,5,15,11,0,11,2,80,88,1,1,0,0,0,0
Defender,RB,Trent Alexander-Arnold,1,FALSE,7.2,2,90,FALSE,0,0,,0,0,0,79,1,0,0,0.04,0.04,0,0,88,0,11,63,0,0,0,3,3,6,7,0,0,3,0,0,0,1,0,0,0,0
Keeper,GK,Alisson Becker,0,FALSE,7.6,3,90,TRUE,0,0,,0,0,0,58,0,0,0,0,0,0,0,54,0,0,33,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Lukasz Fabianski,0,FALSE,7.1,2,90,TRUE,0,0,,0,0,0,65,0,0,0,0,0,0,0,47,0,0,40,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,Thilo Kehrer,1,FALSE,5.1,1,90,FALSE,0,0,,0,0,1,79,0,0.06,0.02,0.01,0.07,100,0,60,0,4,0,0,0.06,0,0,0,5,5,3,4,6,43,33,0,1,100,0,0,0
Defender,CB,Craig Dawson,1,FALSE,7.2,0,90,FALSE,0,0,,1,0,1,74,0,0.02,0,0,0.02,0,0,56,0,6,0,0,0.02,67,5,4,14,8,0,5,2,60,100,0,2,0,0,0,0
Defender,CB,Kurt Zouma,1,FALSE,6.2,1,90,FALSE,0,0,,0,0,0,93,0,0,0,0,0,0,0,59,0,0,60,0,0,0,3,2,3,7,0,1,0,0,100,0,0,0,0,0,0
Defender,LB,Aaron Cresswell,1,FALSE,6.1,1,90,FALSE,0,0,,0,0,0,81,1,0,0,0.1,0.1,0,0,56,0,2,67,1,0,0,2,0,4,5,2,4,7,0,57,0,1,0,0,0,100
Midfielder,DM,Tomas Soucek,2,FALSE,6.7,2,64,FALSE,0,0,64,0,0,0,76,0,0,0,0,0,0,0,39,0,1,50,0,0,0,2,1,9,3,1,2,2,50,0,1,1,0,0,0,0
Midfielder,DM,Declan Rice,2,TRUE,6.2,2,90,FALSE,0,0,,0,0,1,90,1,0.04,0,0.06,0.1,0,0,74,0,8,67,1,0.04,0,0,0,2,8,0,1,3,0,33,0,0,0,0,0,0
Midfielder,RW,Jarrod Bowen,4,FALSE,6,2,90,FALSE,0,0,,0,0,1,82,1,0.03,0,0.04,0.07,0,0,32,0,5,60,0,0.03,0,0,0,1,2,0,1,6,20,0,1,1,0,0,0,17
Midfielder,AM,Lucas Paquet?,4,FALSE,7.7,5,89,FALSE,0,1,90,0,0,0,72,1,0,0,0.01,0.01,0,0,57,0,5,100,1,0,83,0,0,12,5,1,9,6,54,100,0,4,100,0,0,0
Midfielder,LW,Said Benrahma,4,FALSE,7,7,64,FALSE,1,0,64,0,0,1,83,0,0.11,0.21,0,0.11,100,0,23,0,2,0,2,0.11,50,0,0,2,6,0,2,4,33,0,0,0,0,0,0,0
Attacker,ST,Gianluca Scamacca,5,FALSE,6.4,1,45,FALSE,0,0,46,0,0,0,40,0,0,0,0,0,0,0,15,0,3,0,0,0,50,0,0,2,1,0,3,1,75,0,1,0,0,0,0,0
Attacker,ST,Wilfried Zaha,5,FALSE,8.3,10 + 2,90,FALSE,1,1,,0,0,4,88,1,0.27,0.43,0.09,0.36,100,2,44,0,2,0,3,0.27,0,0,0,0,2,0,3,6,38,0,3,0,0,0,0,0
Midfielder,LW,Eberechi Eze,4,FALSE,8.1,5 + 1,90,FALSE,0,1,,0,0,4,92,2,0.36,0.28,0.08,0.44,50,2,55,0,4,100,0,0.36,0,0,0,0,8,0,1,2,50,0,0,0,50,0,0,0
Midfielder,AM,Michael Olise,4,FALSE,8.5,7 + 3,90,FALSE,1,0,,0,0,3,86,3,0.15,0.38,0.16,0.31,50,1,86,0,13,50,0,0.15,0,0,0,0,4,0,4,3,80,0,1,0,75,0,0,33
Midfielder,RW,Jordan Ayew,4,FALSE,7.7,1,90,FALSE,0,0,,1,0,0,93,2,0,0,0.09,0.09,0,0,60,0,0,0,2,0,67,0,0,6,6,0,10,8,67,44,2,2,100,0,0,0
Midfielder,DM,Jeffrey Schlupp,2,FALSE,7.5,2,90,FALSE,0,0,,0,0,1,89,1,0.06,0.18,0.03,0.09,100,0,76,0,7,60,1,0.06,100,1,0,7,7,1,5,6,44,50,1,2,0,0,0,0
Midfielder,DM,Cheick Oumar Doucour?,2,FALSE,7.4,2,77,FALSE,0,0,77,0,0,1,94,0,0.09,0.02,0.03,0.12,100,0,58,0,6,100,1,0.09,50,0,0,2,5,0,4,1,80,0,0,0,100,0,0,0
Defender,LB,Tyrick Mitchell,1,FALSE,7.3,2,90,FALSE,0,0,,0,0,2,79,0,0.1,0,0.02,0.12,0,2,64,0,4,33,2,0.1,50,2,2,4,7,1,7,3,50,100,0,0,100,0,0,0
Defender,CB,Marc Guehi,1,TRUE,7,2,90,FALSE,0,0,,0,0,0,91,0,0,0,0.01,0.01,0,0,73,0,6,100,0,0,100,2,0,5,3,0,3,3,67,33,1,1,0,0,0,0
Defender,CB,Joachim Andersen,1,FALSE,6.8,2,90,FALSE,0,0,,0,0,0,83,0,0,0,0.01,0.01,0,0,86,0,11,47,0,0,0,2,2,5,5,0,1,2,33,0,0,2,0,0,0,0
Defender,RB,Nathaniel Clyne,1,FALSE,7.3,2,90,FALSE,0,0,,0,0,0,89,1,0,0,0.07,0.07,0,0,86,0,10,0,0,0,100,1,0,2,7,0,1,1,50,0,0,0,0,0,0,0
Keeper,GK,Vicente Guaita,0,FALSE,6.2,2,90,TRUE,0,0,,0,0,0,76,0,0,0,0,0,0,0,46,0,0,47,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Jos? S?,0,FALSE,6.1,2,90,TRUE,0,0,,0,0,0,50,0,0,0,0,0,0,0,34,0,0,33,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,N?lson Semedo,1,FALSE,4.7,-3,45,FALSE,0,0,,0,1,0,86,0,0.02,0,0,0.02,0,0,18,0,1,0,1,0.02,100,2,0,4,2,0,1,3,33,0,0,1,0,0,0,0
